gps_disponible,nombre,tipo,ubicacion,url
True,Laukariz Country Club,B,"Laukariz, PV, Spain",showcourse.php?cid=1336676508894302_2_2
True,Laukariz Country Club,C,"Laukariz, PV, Spain",showcourse.php?cid=1336676508894302_3_3
True,Laukariz Country Club,A + B,"Laukariz, PV, Spain",showcourse.php?cid=1336676508894302_1_2
True,Laukariz Country Club,A + C,"Laukariz, PV, Spain",showcourse.php?cid=1336676508894302_1_3
True,Laukariz Country Club,B + C,"Laukariz, PV, Spain",showcourse.php?cid=1336676508894302_2_3
True,Lauro Golf Resort,1. Nine,"Alhaurín de la Torre, AN, Spain",showcourse.php?cid=1153863972427_1_1
True,Lauro Golf Resort,2. Nine,"Alhaurín de la Torre, AN, Spain",showcourse.php?cid=1153863972427_2_2
True,Lauro Golf Resort,3. Nine,"Alhaurín de la Torre, AN, Spain",showcourse.php?cid=1153863972427_3_3
True,Lauro Golf Resort,1. Nine + 2. Nine,"Alhaurín de la Torre, AN, Spain",showcourse.php?cid=1153863972427_1_2
True,Lauro Golf Resort,1. Nine + 3. Nine,"Alhaurín de la Torre, AN, Spain",showcourse.php?cid=1153863972427_1_3
True,Lauro Golf Resort,2. Nine + 3. Nine,"Alhaurín de la Torre, AN, Spain",showcourse.php?cid=1153863972427_2_3
True,León Club de Golf El Cueto,El Cueto,"Spain, Spain",showcourse.php?cid=1216669328576
True,LIZASO GOLF CLUB,18-hole course,"Lizaso, Navarra, Spain",showcourse.php?cid=1754904476236008
True,Lo Romero golfclub,18-hole course,"Pilar de la Horadada, VC, Spain",showcourse.php?cid=1245662030352
True,Logroño,La Grajera,"Logroño, Rio, Spain",showcourse.php?cid=1478208390764319
True,Lorca Resort golfclub,lorca resort,"Purias-Lorca, Spain",showcourse.php?cid=1468263619415973
True,Los Arqueros Golf & Country Club,18-hole course,"Benahavís, AN, Spain",showcourse.php?cid=1215014036136
True,los Montesinos,Montesinosgolf,"scott, Spain",showcourse.php?cid=1357838709115
True,Los Moriscos Club de Golf,18-hole course,"Motril, AN, Spain",showcourse.php?cid=1201336845315
True,Los Naranjos Golf Club,18-hole course,"Marbella, AN, Spain",showcourse.php?cid=1207325971472
True,Los Palos Golf Center,Los Palos,"Arona, Tenerife, Spain",showcourse.php?cid=1389966620887414
True,Los Retamares,18-hole course,"Madrid, Spain",showcourse.php?cid=1185436609473
True,Lugo,9 Hoyos,"Lugo, LU, Spain",showcourse.php?cid=1341669251373479
True,Magna Golf Marbella,18 holes,"Marbella, AN, Spain",showcourse.php?cid=1332847465384
True,Mar Menor,no courses added,Spain,newcourseform.php?clid=1739623312378289
True,Mar Menor Golf Village,18-hole course,"Torre-Pacheco, MC, Spain",showcourse.php?cid=1351541372617314
True,Marbella club golf resort,18-hole course,"Benahavís, AN, Spain",showcourse.php?cid=1187781405364
True,Marbella Golf Country Club,Marbella,"Marbella, AN, Spain",showcourse.php?cid=1242199968700
True,Margas Golf,18-hole course,"Latas, Hue, Spain",showcourse.php?cid=1286547279218
True,Marina golf Mojacar,18-hole course,"Mojacar almeria, alm, Spain",showcourse.php?cid=1213823456216
True,Mas Gurumbau - Pitch & Putt,18-hole course,"Taradell, Spain",showcourse.php?cid=1444151093588728
True,Mas Pages,Mas Pages Golf,"Girona, Spain",showcourse.php?cid=1448735350891509
True,Mas Tapiolas Pitch & Putt,18-hole course,"Santa Cristina d'Aro, CAT, Spain",showcourse.php?cid=1475562261435712
True,Mas Torrellas Pitch & Putt,18-hole course,"Santa Cristina d'Aro, CAT, Spain",showcourse.php?cid=1475522561693751
True,Masia Estrellas,18-hole course,"Valencia, vl, Spain",showcourse.php?cid=1171015051535
True,Masia Estrellas,Mini golf,"Valencia, vl, Spain",showcourse.php?cid=1317841501754
True,Maspalomas Golf,18-hole course,"Maspalomas, CN, Spain",showcourse.php?cid=1148019568800
True,Mataleñas,Mataleñas 09-09-2012,"Santander, Spain",showcourse.php?cid=1347182614602
True,Meaztegi Golf,18-hole course,"Ortuella, Viz, Spain",showcourse.php?cid=1154990624014
True,Medina Elvira Golf,18-hole course,"Granada, Spain",showcourse.php?cid=1239901008040
True,Mediterraneo Golf,18-hole course,"Borriol, VC, Spain",showcourse.php?cid=1118834332906
True,Meis,18-hole course,"PON, Spain",showcourse.php?cid=1249625831192
True,Melilla,no valid,"Melilla, ML, Spain",showcourse.php?cid=1367085986141391
True,Melilla,valido,"Melilla, ML, Spain",showcourse.php?cid=1367085834485409
True,Meloneras Golf Club,18-hole course,"Maspalomas, CN, Spain",showcourse.php?cid=1392901166429
True,Miguel Angel Jimenez Golf Academy,9-hole course,"Torremolinos, AN, Spain",showcourse.php?cid=1497964215818684
True,Mijas Golf Club,Los Lagos,"Las Lagunas de Mijas, AN, Spain",showcourse.php?cid=1374241975773864
True,Mijas Golf Club,Los Olivos,"Las Lagunas de Mijas, AN, Spain",showcourse.php?cid=1175010394261
True,MIÑO Club de Golf ÁRTABRO,MIÑO 18 Hoyos,"MIÑO (A CORUÑA), Spain",showcourse.php?cid=1558415488875966
True,MIÑO Club de Golf ÁRTABRO,MIÑO 9 Hoyos IDA,"MIÑO (A CORUÑA), Spain",showcourse.php?cid=1602852253370131
True,MIÑO Club de Golf ÁRTABRO,MIÑO 9 Hoyos VUELTA,"MIÑO (A CORUÑA), Spain",showcourse.php?cid=1602852669369471
True,Miño OLD,18 Hoyos R1 LARGO,"A Coruña, C, Spain",showcourse.php?cid=1399300383196325
True,Miño OLD,18 Hoyos R2 CORTO,"A Coruña, C, Spain",showcourse.php?cid=1323347460797
True,Miño OLD KO,MIÑO,"La Coruña, Spain",showcourse.php?cid=1335910792234
True,Miraflores Golf Club,18-hole course,"Mijas Costa, Spain",showcourse.php?cid=1144331101067
True,Monte Mayor,yards,"Malaga, Spain",showcourse.php?cid=1237186632669
True,Monte Paraiso,9-hole course,"Marbella, Málaga, Spain",showcourse.php?cid=1688313043730712
True,Montealegre Golf Club,Montealegre,"Ourense, Spain",showcourse.php?cid=1435170069165079
True,montesinos,9-hole course,"Los Montesinos, sco, Spain",showcourse.php?cid=1357838854531
True,Mosa Trajectum Golf,Pine + Stone,"Baños y Medigo - Murcia, Spain",showcourse.php?cid=1302419999857
True,Mosa Trajectum Golf,Stone + Olive,"Baños y Medigo - Murcia, Spain",showcourse.php?cid=1220810099358
True,Navagrulla,18-hole course,"San Leonardo de Yagüe, SO, Spain",showcourse.php?cid=1374501660678
True,Navaluenga,Navaluenga,"Navaluenga, AVI, Spain",showcourse.php?cid=1323103293954772
True,NCG LAS MATAS,18-hole course,"Madrid, mad, Spain",showcourse.php?cid=1222417725948
True,Negralejo,Corto,"Rivas-Vaciamadrid, Madrid, Spain",showcourse.php?cid=1184508665515
True,Negralejo,Largo,"Rivas-Vaciamadrid, Madrid, Spain",showcourse.php?cid=1355836820515320
True,Negralejo,Largo-Corto,"Rivas-Vaciamadrid, Madrid, Spain",showcourse.php?cid=1184064800921
True,Negralejo,Negralejo 18 P&P,"Rivas-Vaciamadrid, Madrid, Spain",showcourse.php?cid=1425326224344
True,New Madrid Golf Club S.D.,18-hole course,"Madrid, MD, Spain",showcourse.php?cid=1083269515077
True,New Sierra Golf,18-hole course,"Avileses, MC, Spain",showcourse.php?cid=1676130788465220
True,Norba Club de Golf Cáceres,18-hole course,"Cáceres, EX, Spain",showcourse.php?cid=1203246833041
True,novo golf club,18-hole course,"chiclana de la frontera, Spain",showcourse.php?cid=1349296098321842
True,OLD COURSE GRAN CANARIA,18-hole course,Spain,showcourse.php?cid=1699704973601884
True,OLIMPICO DE LEON - CULB DEPORTIVO -,18 hoyos,"LEON, Spain",showcourse.php?cid=1624278678999247
True,Olivia Nova,no courses added,Spain,newcourseform.php?clid=1715854796958913
True,P&P Badalona,18-hole course,"Badalona, BCN, Spain",showcourse.php?cid=1144951777520
True,P&P Handicap 1,18-hole course,"Sant Andreu de Llavaneras, BCN, Spain",showcourse.php?cid=1144949440119
True,P&P La Garriga,P&P La Garriga,"La Garriga, BCN, Spain",showcourse.php?cid=133663562279959
True,P&P Lleida,18-hole course,"Lleida, Spain",showcourse.php?cid=1140186830940
True,P&P Montseny NEW,18-hole course,"Gualba, BCN, Spain",showcourse.php?cid=1144952250642
True,P&P ROC3,18-hole course,"Santa Coloma de Cervello, BCN, Spain",showcourse.php?cid=1249145238003
True,P&P ROC3,ROC3,"Santa Coloma de Cervello, BCN, Spain",showcourse.php?cid=1369649179440808
True,P&P Sant Cebria,18-hole course,"Sant Cebriá de Vallalta, BCN, Spain",showcourse.php?cid=1144911225827
True,P&P SANT CUGAT,18-hole course,"Sant Cugat del Valles, BCN, Spain",showcourse.php?cid=1371119857770816
True,P&P Teià,18 forats ACPP,"Teià, Barcelona, Spain",showcourse.php?cid=1719343781334916
True,P&P Teià,EPPA,"Teià, Barcelona, Spain",showcourse.php?cid=1368083359594576
True,P&P Tenis Mora,18-hole course,"Sant Andreu de Llavaneras, BCN, Spain",showcourse.php?cid=1144952601125
True,P&P Vallromanes,Recorregut Vallromanes 9 forats,"Vilanova del Valles, BCN, Spain",showcourse.php?cid=1673791855754102
True,P&P Vallromanes,Recorregut Vilanova,"Vilanova del Valles, BCN, Spain",showcourse.php?cid=1144952994622
True,Pablo Hernandez,18-hole course,"Noves, Tol, Spain",showcourse.php?cid=1381601247936
True,Paderne Pitch&Putt,Paderne P&P,"A Coruña, Spain",showcourse.php?cid=1485423060301231
True,Palomarejos,18-hole course,"Talavera de la Reina, Spain",showcourse.php?cid=1213383018484
True,Panoramica Golf,18-hole course,"San Jorge, VC, Spain",showcourse.php?cid=1136121319545
True,Par 3 pitch & putt Gualta,18-hole course,"Gualta, GIR, Spain",showcourse.php?cid=1144950383663
True,Parador de Málaga Golf Club,18-hole course,"Algeciras, AN, Spain",showcourse.php?cid=1328464614426248
True,PdH arriba,18-hole course,"Madrid, Spain",showcourse.php?cid=1243092482784
True,PGA Golf Catalunya,Stadium,"Caldes de Malavella (GIR), CAT, Spain",showcourse.php?cid=1238939261108
True,PGA Golf Catalunya,Tour,"Caldes de Malavella (GIR), CAT, Spain",showcourse.php?cid=1238939411951
True,Pitch & Putt,18-hole course,"Figuerola, Spain",showcourse.php?cid=1117089009776
True,Pitch & Putt Castelló d'Empúries,Pitch & Putt Castelló-Empuriabrava,"Castelló d'Empúries, Spain",showcourse.php?cid=1621844267720386
True,Pitch & Putt Derio,Pitch & Putt Derio,"Derio, Viz, Spain",showcourse.php?cid=1326964405534934
True,Pitch & Putt La Figuerola,18-hole course,"Vandellos, Cat, Spain",showcourse.php?cid=1123592581493
True,PITCH & PUTT PLATJA D'ARO,18-hole course,"Platja d'Aro, CAT, Spain",showcourse.php?cid=1475591533866276
True,Pitch&Putt Can Mascaro,18-hole course,"La Palma de Cervello, Barcelona, Spain",showcourse.php?cid=1619760465579171
True,Pollença Golf Club,9-hole course,"Pollença, IB, Spain",showcourse.php?cid=1640955151919612
True,Portal del Roc,Pitch & Putt,"Vilanova i la Geltrú (Barcelon, CAT, Spain",showcourse.php?cid=1165377859572
True,POZO DO LAGO,POZO DO LAGO,"OURENSE, Spain",showcourse.php?cid=1288208787013
True,Puig Campana Golf,9-hole course,"Finestrat, VC, Spain",showcourse.php?cid=1502386563686477
True,Puit Campana,no courses added,Spain,newcourseform.php?clid=1733912380185522
True,Pula Golf,18-hole course,"Son Servera, PM, Spain",showcourse.php?cid=1300001498412
True,Quinto Coto,Quinto Coto,"Villanueva de la Serena, Extremadura, Spain",showcourse.php?cid=1721234599346739
True,RAC Santiago,18-hole course,"Santiago de Compostela, Spain",showcourse.php?cid=1218195376498
True,RAC VIGO,RAC VIGO,"VIGO, 34, Spain",showcourse.php?cid=1502647648729267
True,RACE,18-hole course,"San Sebastián de los Reyes, Mad, Spain",showcourse.php?cid=1181375916512
True,Ramón Sota,9-hole course,"Agüero , Spain",showcourse.php?cid=1336666841133179
True,Ranillas Golf,Ranillas,"Zaragoza, Spain",showcourse.php?cid=1231366823130
True,RCPH Buenavista,RCPH-Campo Buenavista,"Madrid, Spain",showcourse.php?cid=1560783203319573
True,Real Club de Campo de Córdoba,18-hole course,"CORDOBA, AN, Spain",showcourse.php?cid=1446640422400587
True,Real club de golf Campoamor,18-hole course,"Orihuela Costa, Spain",showcourse.php?cid=1440509320538953
True,Real club de golf de Cerdaña,Recorrido verde,"Puigcerdà- Girona, Cat, Spain",showcourse.php?cid=1559804015197418
True,Real Club de Golf de La Coruña,Zapateira,"A Coruña, GMP, Spain",showcourse.php?cid=1250025982846
True,Real Club de Golf de Las Palmas,18-hole course,"Las Palmas, Gran Canaria, Spain",showcourse.php?cid=1262550452079
True,Real Club de Golf de Puerta de Hierro,Abajo,"Madrid, MAD, Spain",showcourse.php?cid=1233571266459
True,Real Club de Golf de Puerta de Hierro,Arriba,"Madrid, MAD, Spain",showcourse.php?cid=1201949925747
True,Real Club de Golf de Puerta de Hierro,Buenavista,"Madrid, MAD, Spain",showcourse.php?cid=1236113280062
True,Real Club de Golf de Tenerife,18-hole course,"Tacoronte, CN, Spain",showcourse.php?cid=1324039190533
True,Real Club de Golf El Candado,El Candado,"Málaga, AN, Spain",showcourse.php?cid=1394479077253
True,Real Club de Golf El Prat,Amarillo,"Terrassa, CT, Spain",showcourse.php?cid=1303161455219
True,Real Club de Golf El Prat,Azul,"Terrassa, CT, Spain",showcourse.php?cid=1312994527926
True,Real Club de Golf El Prat,Open,"Terrassa, CT, Spain",showcourse.php?cid=1306924174914
True,Real Club de Golf El Prat,Rosa,"Terrassa, CT, Spain",showcourse.php?cid=1310148689972
True,Real Club de Golf El Prat,Verde,"Terrassa, CT, Spain",showcourse.php?cid=1524343453758883
True,Real Club de Golf Green,18-hole course,"Barcelona, Spain",showcourse.php?cid=1083269902588
True,Real Club de Golf Guadalmina,Norte,"San Pedro de Alcántara - Marb, Spain",showcourse.php?cid=1119900862826
True,Real Club de Golf Guadalmina,Sur,"San Pedro de Alcántara - Marb, Spain",showcourse.php?cid=1225960392257
True,Real Club de Golf La Herreria,Campo largo,"San Lorenzo de El Escorial, Spain",showcourse.php?cid=142929187866951
True,Real Club de Golf La Toja,18-hole course,"Isla de La Toja, Spain",showcourse.php?cid=1250269045516
True,Real Club de Golf Las Brisas,18-hole course,"Marbella, AN, Spain",showcourse.php?cid=1195239789821
True,Real Club de Golf Las Rozas,18-hole course,"Las Rozas de Madrid, Spain",showcourse.php?cid=1735203278277436
True,Real Club de Golf Sotogrande,18-hole course,"Sotogrande,Cádiz, Spain",showcourse.php?cid=1540204499886475
True,Real Club de Golf Sotogrande,Corto,"Sotogrande,Cádiz, Spain",showcourse.php?cid=1744040687453178
True,Real Club de Vista Hermosa,Vista Hermosa,"El Puerto de Sta. María -  Cad, Spain",showcourse.php?cid=1471344805892525
True,Real club golf castiello,Real Club de Golf de Castiello,"Gijón, Asturias, Spain",showcourse.php?cid=1399747742440
True,Real Club Pineda de Sevilla,18-hole course,"Sevilla, AN, Spain",showcourse.php?cid=153080112342206
True,Real Club Sevilla Golf,18-hole course,"Sevilla, SE, Spain",showcourse.php?cid=1179469700756
True,Real Club Valderrama,18-hole course,"Sotogrande, AN, Spain",showcourse.php?cid=1146054929551
True,Real de Faula - Poniente,18-hole course,"Benidorm, Spain",showcourse.php?cid=1185121915548
True,Real Golf Club de San Sebastian,18-hole course,"Donostia, Gip, Spain",showcourse.php?cid=1213012242660
True,Real Golf Club de San Sebastian,jaizkibel,"Donostia, Gip, Spain",showcourse.php?cid=1373042845749012
True,Real Golf Club de Zarauz,zarautz,"Zarautz, Spain",showcourse.php?cid=1469621586342219
True,Real Golf Club Oyambre,9 hoyos,"Valdáliga, Cantabria, Spain",showcourse.php?cid=169089096326702
True,Real Golf de Bendinat,Par 69,"Bendinat, IB, Spain",showcourse.php?cid=1113909256931
True,Real Golf de Bendinat,Par 70,"Bendinat, IB, Spain",showcourse.php?cid=1706043952255929
True,REAL GOLF DE PEDREÑA,18-hole course,"Pedreña, Cantabria, Spain",showcourse.php?cid=1317222950685999
True,Real Nuevo club de Golf de San Sebastián Basozabal,Basozabal,"San Sebastián, Gip, Spain",showcourse.php?cid=1365046548317926
True,Real Sociedad de Golf de Neguri,La Galea,"Getxo, BIL, Spain",showcourse.php?cid=1240006881187
True,Real Sociedad Hipica Club de Campo,Norte,"San Sebastián de los Reyes, Mad, Spain",showcourse.php?cid=1371283642100828
True,Real Sociedad Hipica Club de Campo,Sur,"San Sebastián de los Reyes, Mad, Spain",showcourse.php?cid=1371291030591127
True,Reial Club de Golf Manises,9-hole course,"Manises, VC, Spain",showcourse.php?cid=1319298541862519
True,Retamares,18-hole course,"Alalpardo, Madrid, Spain",showcourse.php?cid=1176558290644
True,RFEG,18-hole course,Spain,showcourse.php?cid=1184317672875
True,RFEG Campo Corto 6 hoyos,Fede,Spain,showcourse.php?cid=1499945826113251
True,Ria de vigo,18-hole course,"Moaña, Pontevedra, GAL, Spain",showcourse.php?cid=1336238979317
True,Riocerezo,Riocerezo,"Riocerezo,Burgos, BU, Spain",showcourse.php?cid=1432064797489300
True,RIOJA ALTA GOLF CLUB,18-hole course,"Cirueña, Spain",showcourse.php?cid=1184069585578
True,Roc 3 Pitch & Putt,Roc 3 Pitch & Putt,"Santa Coloma de Cervelló, CAT, Spain",showcourse.php?cid=1475518756667297
True,Roda Golf,18-hole course,"Roda, MC, Spain",showcourse.php?cid=1256634503944
True,Rovacías Comillas,11+7,"Comillas, Cantabria, Spain",showcourse.php?cid=1693156961410314
True,RSHECC,Campo Norte,"Madrid, ESP, Spain",showcourse.php?cid=1084271781364
True,RSHECC,Campo Sur,"Madrid, ESP, Spain",showcourse.php?cid=1164114047259
True,Salas de los Infantes,Salas de los infantes (ar),"Salas de los Infantes, BU, Spain",showcourse.php?cid=1395089577420260
True,Saldaña Golf,Burgos Saldaña,"Saldaña de Burgos, Burgos, Spain",showcourse.php?cid=1253372769700
True,Saldaña Golf,SaldaÃ±a,"Burgos, Spain",showcourse.php?cid=1328560476933
True,Salobre Golf,Old 1-9,"Maspalomas, CN, Spain",showcourse.php?cid=1316707046904_1_1
True,Salobre Golf,Old 10-18,"Maspalomas, CN, Spain",showcourse.php?cid=1316707046904_2_2
True,Salobre Golf,New,"Maspalomas, CN, Spain",showcourse.php?cid=1316707046904_3_3
True,Salobre Golf,Old 1-9 + Old 10-18,"Maspalomas, CN, Spain",showcourse.php?cid=1316707046904_1_2
True,Salobre Golf,Old 1-9 + New,"Maspalomas, CN, Spain",showcourse.php?cid=1316707046904_1_3
True,Salobre Golf,Old 10-18 + New,"Maspalomas, CN, Spain",showcourse.php?cid=1316707046904_2_3
True,San Feliu,18-hole course,Spain,showcourse.php?cid=1306227342039
True,San Roque Golf Club,New Course,"San Roque, AN, Spain",showcourse.php?cid=1092220653671
True,San Roque Golf Club,Old Course,"San Roque, AN, Spain",showcourse.php?cid=1084875202470
True,San Roque Golf Resort,no courses added,"San Roque, Cádiz, Spain",newcourseform.php?clid=1756664732859159
True,San Roque Golf Resort,no courses added,"San Roque, Cádiz, Spain",newcourseform.php?clid=1756665507527556
True,San Roque Golf Resort,New,"San Roque, Cádiz, Spain",showcourse.php?cid=1756665807317961
True,Sancti Petri Hills Golf,18-hole course,"Chiclana de la Frontera, AN, Spain",showcourse.php?cid=1424025482911923
True,Sanlucar Club de Campo,18-hole course,"Sanlucar de Barrameda, CAD, Spain",showcourse.php?cid=1194645897267
True,Santa Clara Golf Granada,18-hole course,"Otura, Spain",showcourse.php?cid=1460815028443997
True,Santa Clara Golf Marbella,18-hole course,"Marbella, AN, Spain",showcourse.php?cid=1187784380960
True,Santa Maria Golf & Country Club,18-hole course,"Marbella, Málaga, Spain",showcourse.php?cid=1102439161627
True,Santa Maria Golf & Country Club,Provisional 2025,"Marbella, Málaga, Spain",showcourse.php?cid=1751027575176193
True,Santa Marina Golf,Santa Marina,"San Vicente de la Barquera, Spain",showcourse.php?cid=1342783053898
True,Santana Golf,18-hole course,"Mijas, AN, Spain",showcourse.php?cid=1203588004720
True,Saurines Golf Ugolf,18-hole course,"Roldán, MC, Spain",showcourse.php?cid=1340891682037
True,SEK VILLAFRANCA DEL CASTILLO,SEK VILLAFRANCA DEL CASTILLO,Spain,showcourse.php?cid=1382225985582329
True,Señorio de Illescas,Señorio de Illescas,"Illescas - Toledo, Spain",showcourse.php?cid=1376604558765
True,SENSOL GOLF,SENSOL GOLF,"Mazarrón, Mu, Spain",showcourse.php?cid=1367774027469348
True,Serena Golf,18-hole course,"Los Alcázares, MC, Spain",showcourse.php?cid=1221003128929
True,Serres De Pals - Golf & Sport Club,18-hole course,"Pals - Girona, CAT, Spain",showcourse.php?cid=1114861218234
True,Sherry Golf Jerez,18-hole course,"Jerez de la Frontera, AN, Spain",showcourse.php?cid=1188576773578
True,Sojuela Club de Campo,18-hole course,"SOJUELA (Logroño), La Rioja, Spain",showcourse.php?cid=1327263659029
True,Somosaguas,Somosaguas,"Madrid, MADRID, Spain",showcourse.php?cid=1292498549212
True,Son Muntaner Golf,18-hole course,"Palma de Mallorca, E, Spain",showcourse.php?cid=1113909593224
True,T Golf Calvia,18-hole course,"Calvià, , PM, Spain",showcourse.php?cid=1663699475326679
True,T Golf Palma Puntiro,18-hole course,"Palma, IB, Spain",showcourse.php?cid=1238262031473
True,Talayuela Golf,18-hole course,"Talayuela, Cáceres, EX, Spain",showcourse.php?cid=1360608223977832
True,Tambre Golf - Pitch,18-hole course,Spain,showcourse.php?cid=1640909040200791
True,Taradell Golf,18-hole course,"Taradell (BCN), CAT, Spain",showcourse.php?cid=1114791879621
True,Taradell Golf,Front 9,"Taradell (BCN), CAT, Spain",showcourse.php?cid=1657691486967019
True,Tecina Golf,18-hole course,"Playa Santiago, CN, Spain",showcourse.php?cid=1195323154828
True,Torre-Serona,18-hole course,"Lleida, Spain",showcourse.php?cid=1143884956873
True,Torremirona Golf Club,18-hole course,"Navata, CT, Spain",showcourse.php?cid=1237643813004
True,Uraburu Golf,Uraburu Golf,"Galdakao, Basque Country, Spain",showcourse.php?cid=1419547002276
True,Urnieta Pitch & Patt,18-hole course,"Urnieta, Donostia, Spain",showcourse.php?cid=1709735553410250
True,Val de Rois,Rois 18 Hoyos,"Rois.  A Coruña, Spain",showcourse.php?cid=1537280912314097
True,Valdenarra,valdenarra,"Bercial, Segovia, Spain",showcourse.php?cid=1540411952293668
True,Vall D'or Golf,18-hole course,"Felanitx, IB, Spain",showcourse.php?cid=1600150873385877
True,Vall D'or Golf,18-hole course,"Felanitx, IB, Spain",showcourse.php?cid=1322990175309
True,Valle del Este,Valle Del Este,"Vera, AN, Spain",showcourse.php?cid=1247776965944
True,Valle Romano Golf,18-hole course,"Estepona, AN, Spain",showcourse.php?cid=1330173081151382
True,Valles Golf,18-hole course,"Terrassa, CAT, Spain",showcourse.php?cid=1297534923613
True,Valmuza Golf Resort,18-hole course,"Salamanca, Spain",showcourse.php?cid=1312384729165
True,Veneziola Golf,18-hole course,"La Manga, MU, Spain",showcourse.php?cid=1136656251251
True,Villa Nueva Golf,18-hole course,"Puerto Real, Cadiz, Spain",showcourse.php?cid=1241600968768
True,Villa Padierna Golf Club,Alferini,"Marbella, AN, Spain",showcourse.php?cid=1270236262757
True,Villa Padierna Golf Club,Flamingos,"Marbella, AN, Spain",showcourse.php?cid=1189608190692
True,Villa Padierna Golf Club,Tramores,"Marbella, AN, Spain",showcourse.php?cid=1386149824767483
True,Villaitana Golf,Levante,"Benidorm, VC, Spain",showcourse.php?cid=1157094465114
True,Villaitana Golf,Poniente,"Benidorm, VC, Spain",showcourse.php?cid=135721498156151
True,Villamartín Golf,18-hole course,"Villamartín, VC, Spain",showcourse.php?cid=1107812511656
True,VILLAMAYOR,18-hole course,"SALAMANCA, SPAIN",showcourse.php?cid=1262424603596
True,Villanueva Golf & Croquet,18-hole course,"Puerto Real, AN, Spain",showcourse.php?cid=1184782265796
True,villaviciosa golf 72,villaviciosa,"villaviciosa, asturias, Spain",showcourse.php?cid=1401915465184
True,Vistabella Golf,18-hole course,"Orihuela, VC, Spain",showcourse.php?cid=1269065865579
True,VistaHermosa Club de Golf,9-hole course,"Puerto de Santa Maria, Cadiz, Spain",showcourse.php?cid=1177373171059
True,Zarapicos Salamanca,18-hole course,"Salamanca, SA, Spain",showcourse.php?cid=1153861899904
True,Zuasti Club de Campo,Zuasti nuevo recorrido,"Zuasti, Nav, Spain",showcourse.php?cid=1271784143988
